fecha;serie_hidrologica;region_hidrologica;aporte_hidrico
2023-07-28;FLR2CAUC;Valle;182800
2023-07-28;SALVCAUC;Valle;2965500
2023-07-29;BOCATENC;Antioquia;1614700
2023-07-29;CLLRPORC;Antioquia;2982800
2023-07-29;DESVIEPM;Antioquia;1930200
2023-07-29;ITUACAUC;Antioquia;17564300
2023-07-29;MIRFTENC;Antioquia;465500
2023-07-29;PENONARE;Antioquia;12235100
2023-07-29;PLAYGUAT;Antioquia;2876600
2023-07-29;PP-2POR1;Antioquia;3186800
2023-07-29;PP-3PORC;Antioquia;702900
2023-07-29;PUNCGUAT;Antioquia;3549300
2023-07-29;QUBRRGRD;Antioquia;42800
2023-07-29;RGR2RGRD;Antioquia;5713900
2023-07-29;SLORNARE;Antioquia;6081400
2023-07-29;SMIGCALD;Antioquia;2080800
2023-07-29;TRONGUAD;Antioquia;2912500
2023-07-29;DESVMANS;Caldas;37800
2023-07-29;PTEHMIEL;Caldas;1212100
2023-07-29;URR1SINU;Caribe;3282600
2023-07-29;ALICBOGO;Centro;11657400
2023-07-29;AMOYAMOY;Centro;1660100
2023-07-29;BETAMAG1;Centro;1763500
2023-07-29;CUCUCUCU;Centro;543800
2023-07-29;DESVSMAR;Centro;141300
2023-07-29;EMBAPRAD;Centro;203600
2023-07-29;QUIMMAGD;Centro;7761900
2023-07-29;SOGASOGA;Centro;7272400
2023-07-29;DESVBATA;Oriente;1598800
2023-07-29;DESVCHIV;Oriente;2324400
2023-07-29;EMBACHUZ;Oriente;5444000
2023-07-29;EMBAGUAV;Oriente;21687300
2023-07-29;ESMEBATA;Oriente;23088900
2023-07-29;ALTOANCH;Valle;1764800
2023-07-29;BAJOANCH;Valle;249100
2023-07-29;CAL1CALM;Valle;302300
2023-07-29;FLR2CAUC;Valle;264400
2023-07-29;SALVCAUC;Valle;2191400
2023-07-30;BOCATENC;Antioquia;1575700
2023-07-30;CLLRPORC;Antioquia;2657800
2023-07-30;DESVIEPM;Antioquia;1871000
2023-07-30;ITUACAUC;Antioquia;16991500
2023-07-30;MIRFTENC;Antioquia;498800
2023-07-30;PENONARE;Antioquia;10188900
2023-07-30;PLAYGUAT;Antioquia;2869800
2023-07-30;PP-2POR1;Antioquia;2896700
2023-07-30;PP-3PORC;Antioquia;1877800
2023-07-30;PUNCGUAT;Antioquia;3274800
2023-07-30;QUBRRGRD;Antioquia;38200
2023-07-30;RGR2RGRD;Antioquia;5096400
2023-07-30;SLORNARE;Antioquia;3870800
2023-07-30;SMIGCALD;Antioquia;1363400
2023-07-30;TRONGUAD;Antioquia;2855900
2023-07-30;PTEHMIEL;Caldas;1104000
2023-07-30;URR1SINU;Caribe;3803800
2023-07-30;ALICBOGO;Centro;12346000
2023-07-30;AMOYAMOY;Centro;2328400
2023-07-30;BETAMAG1;Centro;4001800
2023-07-30;CUCUCUCU;Centro;655200
2023-07-30;DESVSMAR;Centro;154200
2023-07-30;EMBAPRAD;Centro;254900
2023-07-30;QUIMMAGD;Centro;32359800
2023-07-30;SOGASOGA;Centro;7042100
2023-07-30;DESVBATA;Oriente;1636600
2023-07-30;DESVCHIV;Oriente;2049500
2023-07-30;EMBACHUZ;Oriente;4882200
2023-07-30;EMBAGUAV;Oriente;21870500
2023-07-30;ESMEBATA;Oriente;30547600
2023-07-30;ALTOANCH;Valle;1762800
2023-07-30;BAJOANCH;Valle;249000
2023-07-30;CAL1CALM;Valle;201900
2023-07-30;FLR2CAUC;Valle;453200
2023-07-30;SALVCAUC;Valle;5319300
2023-07-31;BOCATENC;Antioquia;1499200
2023-07-31;CLLRPORC;Antioquia;1728300
2023-07-31;DESVIEPM;Antioquia;1894000
2023-07-31;ITUACAUC;Antioquia;16394700
2023-07-31;MIRFTENC;Antioquia;498800
2023-07-31;PENONARE;Antioquia;9687100
2023-07-31;PLAYGUAT;Antioquia;1744700
2023-07-31;PP-2POR1;Antioquia;2597200
2023-07-31;PP-3PORC;Antioquia;606600
2023-07-31;PUNCGUAT;Antioquia;3234900
2023-07-31;QUBRRGRD;Antioquia;46400
2023-07-31;RGR2RGRD;Antioquia;6198300
2023-07-31;SLORNARE;Antioquia;3695700
2023-07-31;SMIGCALD;Antioquia;1314400
2023-07-31;TRONGUAD;Antioquia;2815100
2023-07-31;PTEHMIEL;Caldas;1049200
2023-07-31;URR1SINU;Caribe;5379900
2023-07-31;ALICBOGO;Centro;12480700
2023-07-31;AMOYAMOY;Centro;2681400
2023-07-31;BETAMAG1;Centro;2565600
2023-07-31;CUCUCUCU;Centro;902100
2023-07-31;DESVSMAR;Centro;169900
2023-07-31;EMBAPRAD;Centro;153100
2023-07-31;QUIMMAGD;Centro;21576300
2023-07-31;SOGASOGA;Centro;10463400
2023-07-31;DESVBATA;Oriente;1819500
2023-07-31;DESVCHIV;Oriente;2198700
2023-07-31;EMBACHUZ;Oriente;7156000
2023-07-31;EMBAGUAV;Oriente;24234200
2023-07-31;ESMEBATA;Oriente;28432700
2023-07-31;ALTOANCH;Valle;1611400
2023-07-31;BAJOANCH;Valle;240100
2023-07-31;CAL1CALM;Valle;201900
2023-07-31;FLR2CAUC;Valle;370200
2023-07-31;SALVCAUC;Valle;5029900
2023-08-01;BOCATENC;Antioquia;1465600
2023-08-01;CLLRPORC;Antioquia;2888600
2023-08-01;DESVIEPM;Antioquia;1772200
2023-08-01;ITUACAUC;Antioquia;15699100
2023-08-01;MIRFTENC;Antioquia;498800
2023-08-01;PENONARE;Antioquia;9238900
2023-08-01;PLAYGUAT;Antioquia;2016600
2023-08-01;PP-2POR1;Antioquia;1545800
2023-08-01;PP-3PORC;Antioquia;575300
2023-08-01;PUNCGUAT;Antioquia;3119000
2023-08-01;QUBRRGRD;Antioquia;45000
2023-08-01;RGR2RGRD;Antioquia;6010500
2023-08-01;SLORNARE;Antioquia;3577500
2023-08-01;SMIGCALD;Antioquia;1290100
2023-08-01;TRONGUAD;Antioquia;2764600
2023-08-01;PTEHMIEL;Caldas;1017600
2023-08-01;URR1SINU;Caribe;5481800
2023-08-01;ALICBOGO;Centro;20444700
2023-08-01;AMOYAMOY;Centro;3116500
2023-08-01;BETAMAG1;Centro;3040800
2023-08-01;CUCUCUCU;Centro;1337500
2023-08-01;DESVSMAR;Centro;399700
2023-08-01;EMBAPRAD;Centro;51000
2023-08-01;QUIMMAGD;Centro;11535300
2023-08-01;SOGASOGA;Centro;10070300
2023-08-01;DESVBATA;Oriente;2703600
2023-08-01;DESVCHIV;Oriente;2489800
2023-08-01;EMBACHUZ;Oriente;3935800
2023-08-01;EMBAGUAV;Oriente;35232300
2023-08-01;ESMEBATA;Oriente;67226300
2023-08-01;ALTOANCH;Valle;1449900
2023-08-01;BAJOANCH;Valle;175500
2023-08-01;CAL1CALM;Valle;101200
2023-08-01;FLR2CAUC;Valle;439000
2023-08-01;SALVCAUC;Valle;4717700
2023-08-02;BOCATENC;Antioquia;1583400
2023-08-02;CLLRPORC;Antioquia;3966900
2023-08-02;DESVIEPM;Antioquia;1715600
2023-08-02;ITUACAUC;Antioquia;15009200
2023-08-02;MIRFTENC;Antioquia;465500
2023-08-02;PENONARE;Antioquia;8971100
2023-08-02;PLAYGUAT;Antioquia;1965200
2023-08-02;PP-2POR1;Antioquia;2571100
2023-08-02;PP-3PORC;Antioquia;1493700
2023-08-02;PUNCGUAT;Antioquia;3049400
2023-08-02;QUBRRGRD;Antioquia;36800
2023-08-02;RGR2RGRD;Antioquia;4909300
2023-08-02;SLORNARE;Antioquia;3495600
2023-08-02;SMIGCALD;Antioquia;1275600
2023-08-02;TRONGUAD;Antioquia;2723200
2023-08-02;PTEHMIEL;Caldas;978900
2023-08-02;URR1SINU;Caribe;6779400
2023-08-02;ALICBOGO;Centro;26219500
2023-08-02;AMOYAMOY;Centro;2666600
2023-08-02;BETAMAG1;Centro;2518900
2023-08-02;CUCUCUCU;Centro;1129100
2023-08-02;DESVSMAR;Centro;242700
2023-08-02;EMBAPRAD;Centro;190600
2023-08-02;QUIMMAGD;Centro;22502600
2023-08-02;SOGASOGA;Centro;8946600
2023-08-02;DESVBATA;Oriente;1828700
2023-08-02;DESVCHIV;Oriente;1654200
2023-08-02;EMBACHUZ;Oriente;20598600
2023-08-02;EMBAGUAV;Oriente;23801700
2023-08-02;ESMEBATA;Oriente;30531500
2023-08-02;ALTOANCH;Valle;1472000
2023-08-02;BAJOANCH;Valle;177200
2023-08-02;CAL1CALM;Valle;101200
2023-08-02;FLR2CAUC;Valle;422000
2023-08-02;SALVCAUC;Valle;6565400
2023-08-03;BOCATENC;Antioquia;1530000
2023-08-03;CLLRPORC;Antioquia;2051800
2023-08-03;DESVIEPM;Antioquia;1705800
2023-08-03;ITUACAUC;Antioquia;15063400
2023-08-03;MIRFTENC;Antioquia;498800
2023-08-03;PENONARE;Antioquia;8676600
2023-08-03;PLAYGUAT;Antioquia;2463100
2023-08-03;PP-2POR1;Antioquia;2605500
2023-08-03;PP-3PORC;Antioquia;599400
2023-08-03;PUNCGUAT;Antioquia;3066100
2023-08-03;QUBRRGRD;Antioquia;41300
2023-08-03;RGR2RGRD;Antioquia;5516100
2023-08-03;SLORNARE;Antioquia;3429600
2023-08-03;SMIGCALD;Antioquia;1264400
2023-08-03;TRONGUAD;Antioquia;2691000
2023-08-03;PTEHMIEL;Caldas;952000
2023-08-03;URR1SINU;Caribe;5562000
2023-08-03;ALICBOGO;Centro;19879100
2023-08-03;AMOYAMOY;Centro;2232700
2023-08-03;BETAMAG1;Centro;1738600
2023-08-03;CUCUCUCU;Centro;722300
2023-08-03;DESVSMAR;Centro;152700
2023-08-03;EMBAPRAD;Centro;105800
2023-08-03;QUIMMAGD;Centro;10831700
2023-08-03;SOGASOGA;Centro;9476500
2023-08-03;DESVBATA;Oriente;2133200
2023-08-03;DESVCHIV;Oriente;1553600
2023-08-03;EMBACHUZ;Oriente;3962700
2023-08-03;EMBAGUAV;Oriente;27388300
2023-08-03;ESMEBATA;Oriente;32144600
2023-08-03;ALTOANCH;Valle;1466000
2023-08-03;BAJOANCH;Valle;176600
2023-08-03;CAL1CALM;Valle;221800
2023-08-03;FLR2CAUC;Valle;279400
2023-08-03;SALVCAUC;Valle;3320600
2023-08-04;BOCATENC;Antioquia;1492900
2023-08-04;CLLRPORC;Antioquia;4112700
2023-08-04;DESVIEPM;Antioquia;1674200
2023-08-04;ITUACAUC;Antioquia;14983200
2023-08-04;MIRFTENC;Antioquia;500800
2023-08-04;PENONARE;Antioquia;8479200
2023-08-04;PLAYGUAT;Antioquia;2526100
2023-08-04;PP-2POR1;Antioquia;2134800
2023-08-04;PP-3PORC;Antioquia;872300
2023-08-04;PUNCGUAT;Antioquia;3004300
2023-08-04;QUBRRGRD;Antioquia;37500
2023-08-04;RGR2RGRD;Antioquia;5012600
2023-08-04;SLORNARE;Antioquia;3350000
2023-08-04;SMIGCALD;Antioquia;1255300
2023-08-04;TRONGUAD;Antioquia;2712600
2023-08-04;PTEHMIEL;Caldas;914200
2023-08-04;URR1SINU;Caribe;4595500
2023-08-04;ALICBOGO;Centro;16378000
2023-08-04;AMOYAMOY;Centro;1923000
2023-08-04;BETAMAG1;Centro;1610800
2023-08-04;CUCUCUCU;Centro;610900
2023-08-04;DESVSMAR;Centro;144200
2023-08-04;EMBAPRAD;Centro;104300
2023-08-04;QUIMMAGD;Centro;9279500
2023-08-04;SOGASOGA;Centro;7787000
2023-08-04;DESVBATA;Oriente;1469400
2023-08-04;DESVCHIV;Oriente;1950100
2023-08-04;EMBACHUZ;Oriente;16012500
2023-08-04;EMBAGUAV;Oriente;19748600
2023-08-04;ESMEBATA;Oriente;24569900
2023-08-04;ALTOANCH;Valle;1417800
2023-08-04;BAJOANCH;Valle;173000
2023-08-04;CAL1CALM;Valle;202800
2023-08-04;FLR2CAUC;Valle;237000
2023-08-04;SALVCAUC;Valle;2684300
2023-08-05;BOCATENC;Antioquia;1475400
2023-08-05;CLLRPORC;Antioquia;2051800
2023-08-05;DESVIEPM;Antioquia;1640900
2023-08-05;ITUACAUC;Antioquia;14804300
2023-08-05;MIRFTENC;Antioquia;498800
2023-08-05;PENONARE;Antioquia;8346600
2023-08-05;PLAYGUAT;Antioquia;1687800
2023-08-05;PP-2POR1;Antioquia;2777100
2023-08-05;PP-3PORC;Antioquia;313300
2023-08-05;PUNCGUAT;Antioquia;3072600
2023-08-05;QUBRRGRD;Antioquia;38900
2023-08-05;RGR2RGRD;Antioquia;5200000
2023-08-05;SLORNARE;Antioquia;3361400
2023-08-05;SMIGCALD;Antioquia;1254300
2023-08-05;TRONGUAD;Antioquia;2661400
2023-08-05;PTEHMIEL;Caldas;913200
2023-08-05;URR1SINU;Caribe;4964500
2023-08-05;ALICBOGO;Centro;27889200
2023-08-05;AMOYAMOY;Centro;1717300
2023-08-05;BETAMAG1;Centro;1596000
2023-08-05;CUCUCUCU;Centro;525300
2023-08-05;DESVSMAR;Centro;139900
2023-08-05;EMBAPRAD;Centro;101500
2023-08-05;QUIMMAGD;Centro;9703000
2023-08-05;SOGASOGA;Centro;7427800
2023-08-05;DESVBATA;Oriente;3685400
2023-08-05;DESVCHIV;Oriente;2096200
2023-08-05;EMBACHUZ;Oriente;10845600
2023-08-05;EMBAGUAV;Oriente;46729000
2023-08-05;ESMEBATA;Oriente;35234000
2023-08-05;ALTOANCH;Valle;1268400
2023-08-05;BAJOANCH;Valle;161300
2023-08-05;CAL1CALM;Valle;101600
2023-08-05;FLR2CAUC;Valle;240800
2023-08-05;SALVCAUC;Valle;2558500
2023-08-06;BOCATENC;Antioquia;1473700
2023-08-06;CLLRPORC;Antioquia;3453600
2023-08-06;DESVIEPM;Antioquia;1617600
2023-08-06;ITUACAUC;Antioquia;14244100
2023-08-06;MIRFTENC;Antioquia;466000
2023-08-06;PENONARE;Antioquia;8279300
2023-08-06;PLAYGUAT;Antioquia;4071800
2023-08-06;PP-2POR1;Antioquia;2172600
2023-08-06;PP-3PORC;Antioquia;1556900
2023-08-06;PUNCGUAT;Antioquia;2936000
2023-08-06;QUBRRGRD;Antioquia;36400
2023-08-06;RGR2RGRD;Antioquia;4866900
2023-08-06;SLORNARE;Antioquia;3265900
2023-08-06;SMIGCALD;Antioquia;1242800
2023-08-06;TRONGUAD;Antioquia;2636100
2023-08-06;PTEHMIEL;Caldas;868800
2023-08-06;URR1SINU;Caribe;4496700
2023-08-06;ALICBOGO;Centro;13119400
2023-08-06;AMOYAMOY;Centro;1632000
2023-08-06;BETAMAG1;Centro;1681800
2023-08-06;CUCUCUCU;Centro;478200
2023-08-06;DESVSMAR;Centro;128500
2023-08-06;EMBAPRAD;Centro;66500
2023-08-06;QUIMMAGD;Centro;12518300
2023-08-06;SOGASOGA;Centro;7469200
2023-08-06;DESVBATA;Oriente;1792600
2023-08-06;DESVCHIV;Oriente;2191200
2023-08-06;EMBACHUZ;Oriente;6948300
2023-08-06;EMBAGUAV;Oriente;23902500
2023-08-06;ESMEBATA;Oriente;29622700
2023-08-06;ALTOANCH;Valle;1380700
2023-08-06;BAJOANCH;Valle;170100
2023-08-06;CAL1CALM;Valle;203300
2023-08-06;FLR2CAUC;Valle;347200
2023-08-06;SALVCAUC;Valle;2767700
2023-08-07;BOCATENC;Antioquia;1457900
2023-08-07;CLLRPORC;Antioquia;2335800
2023-08-07;DESVIEPM;Antioquia;1613900
2023-08-07;ITUACAUC;Antioquia;13829500
2023-08-07;MIRFTENC;Antioquia;498800
2023-08-07;PENONARE;Antioquia;8287900
2023-08-07;PLAYGUAT;Antioquia;347400
2023-08-07;PP-2POR1;Antioquia;2360600
2023-08-07;PP-3PORC;Antioquia;628500
2023-08-07;PUNCGUAT;Antioquia;2918000
2023-08-07;QUBRRGRD;Antioquia;37100
2023-08-07;RGR2RGRD;Antioquia;4958300
2023-08-07;SLORNARE;Antioquia;3240900
2023-08-07;SMIGCALD;Antioquia;1235100
2023-08-07;TRONGUAD;Antioquia;2627200
2023-08-07;PTEHMIEL;Caldas;856100
2023-08-07;URR1SINU;Caribe;3791200
2023-08-07;ALICBOGO;Centro;18421000
2023-08-07;AMOYAMOY;Centro;2802000
2023-08-07;BETAMAG1;Centro;2094200
2023-08-07;CUCUCUCU;Centro;735100
2023-08-07;DESVSMAR;Centro;251200
2023-08-07;EMBAPRAD;Centro;66600
2023-08-07;QUIMMAGD;Centro;12514600
2023-08-07;SOGASOGA;Centro;9925500
2023-08-07;DESVBATA;Oriente;2266900
2023-08-07;DESVCHIV;Oriente;2427600
2023-08-07;EMBACHUZ;Oriente;10564700
2023-08-07;EMBAGUAV;Oriente;29881200
2023-08-07;ESMEBATA;Oriente;63736100
2023-08-07;ALTOANCH;Valle;1411800
2023-08-07;BAJOANCH;Valle;172400
2023-08-07;CAL1CALM;Valle;101600
2023-08-07;FLR2CAUC;Valle;417800
2023-08-07;SALVCAUC;Valle;3235900
2023-08-08;BOCATENC;Antioquia;1467600
2023-08-08;CLLRPORC;Antioquia;2138400
2023-08-08;DESVIEPM;Antioquia;1563000
2023-08-08;ITUACAUC;Antioquia;13741500
2023-08-08;MIRFTENC;Antioquia;498800
2023-08-08;PENONARE;Antioquia;8074700
2023-08-08;PLAYGUAT;Antioquia;1730200
2023-08-08;PP-2POR1;Antioquia;2558300
2023-08-08;PP-3PORC;Antioquia;662000
2023-08-08;PUNCGUAT;Antioquia;2921900
2023-08-08;QUBRRGRD;Antioquia;38000
2023-08-08;RGR2RGRD;Antioquia;5081800
2023-08-08;SLORNARE;Antioquia;3168100
2023-08-08;SMIGCALD;Antioquia;1221600
2023-08-08;TRONGUAD;Antioquia;2588500
2023-08-08;PTEHMIEL;Caldas;829700
2023-08-08;URR1SINU;Caribe;4630600
2023-08-08;ALICBOGO;Centro;20633300
2023-08-08;AMOYAMOY;Centro;2433400
2023-08-08;BETAMAG1;Centro;2171600
2023-08-08;CUCUCUCU;Centro;745100
2023-08-08;DESVSMAR;Centro;208400
2023-08-08;EMBAPRAD;Centro;99300
2023-08-08;QUIMMAGD;Centro;15062800
2023-08-08;SOGASOGA;Centro;8246700
2023-08-08;DESVBATA;Oriente;1570600
2023-08-08;DESVCHIV;Oriente;1926000
2023-08-08;EMBACHUZ;Oriente;5397800
2023-08-08;EMBAGUAV;Oriente;21001500
2023-08-08;ESMEBATA;Oriente;41127200
2023-08-08;ALTOANCH;Valle;1323800
2023-08-08;BAJOANCH;Valle;165600
2023-08-08;CAL1CALM;Valle;205300
2023-08-08;FLR2CAUC;Valle;392600
2023-08-08;SALVCAUC;Valle;4787600
2023-08-09;BOCATENC;Antioquia;1455300
2023-08-09;CLLRPORC;Antioquia;3599400
2023-08-09;DESVIEPM;Antioquia;1680000
2023-08-09;ITUACAUC;Antioquia;13141900
2023-08-09;MIRFTENC;Antioquia;498800
2023-08-09;PENONARE;Antioquia;8042300
2023-08-09;PLAYGUAT;Antioquia;2107300
2023-08-09;PP-2POR1;Antioquia;1771400
2023-08-09;PP-3PORC;Antioquia;798800
2023-08-09;PUNCGUAT;Antioquia;3411400
2023-08-09;QUBRRGRD;Antioquia;35900
2023-08-09;RGR2RGRD;Antioquia;4793200
2023-08-09;SLORNARE;Antioquia;3559300
2023-08-09;SMIGCALD;Antioquia;1280600
2023-08-09;TRONGUAD;Antioquia;2593000
2023-08-09;DESVMANS;Caldas;19400
2023-08-09;PTEHMIEL;Caldas;1016200
2023-08-09;URR1SINU;Caribe;3590000
2023-08-09;ALICBOGO;Centro;19029000
2023-08-09;AMOYAMOY;Centro;2364300
2023-08-09;BETAMAG1;Centro;1648800
2023-08-09;CUCUCUCU;Centro;685200
2023-08-09;DESVSMAR;Centro;169900
2023-08-09;EMBAPRAD;Centro;91900
2023-08-09;QUIMMAGD;Centro;12424900
2023-08-09;SOGASOGA;Centro;6691500
2023-08-09;DESVBATA;Oriente;3543000
2023-08-09;DESVCHIV;Oriente;4846300
2023-08-09;EMBACHUZ;Oriente;10980300
2023-08-09;EMBAGUAV;Oriente;47879100
2023-08-09;ESMEBATA;Oriente;68797200
2023-08-09;ALTOANCH;Valle;1255600
2023-08-09;BAJOANCH;Valle;160300
2023-08-09;CAL1CALM;Valle;123800
2023-08-09;FLR2CAUC;Valle;391800
2023-08-09;SALVCAUC;Valle;3584100
2023-08-10;BOCATENC;Antioquia;1464200
2023-08-10;CLLRPORC;Antioquia;2404100
2023-08-10;DESVIEPM;Antioquia;1590900
2023-08-10;ITUACAUC;Antioquia;12198800
2023-08-10;MIRFTENC;Antioquia;465500
2023-08-10;PENONARE;Antioquia;7611200
2023-08-10;PLAYGUAT;Antioquia;2541400
2023-08-10;PP-2POR1;Antioquia;2907800
2023-08-10;PP-3PORC;Antioquia;901500
2023-08-10;PUNCGUAT;Antioquia;3009500
2023-08-10;QUBRRGRD;Antioquia;31700
2023-08-10;RGR2RGRD;Antioquia;4235100
2023-08-10;SLORNARE;Antioquia;3250000
2023-08-10;SMIGCALD;Antioquia;1052100
2023-08-10;TRONGUAD;Antioquia;2564000
2023-08-10;PTEHMIEL;Caldas;861800
2023-08-10;URR1SINU;Caribe;3799000
2023-08-10;ALICBOGO;Centro;16812900
2023-08-10;AMOYAMOY;Centro;1807900
2023-08-10;BETAMAG1;Centro;1577800
2023-08-10;CUCUCUCU;Centro;636600
2023-08-10;DESVSMAR;Centro;152700
2023-08-10;EMBAPRAD;Centro;224200
2023-08-10;QUIMMAGD;Centro;13348700
2023-08-10;SOGASOGA;Centro;6388600
2023-08-10;DESVBATA;Oriente;1715100
2023-08-10;DESVCHIV;Oriente;2234600
2023-08-10;EMBACHUZ;Oriente;9033600
2023-08-10;EMBAGUAV;Oriente;23066100
2023-08-10;ESMEBATA;Oriente;30114600
2023-08-10;ALTOANCH;Valle;1391900
2023-08-10;BAJOANCH;Valle;171000
2023-08-10;CAL1CALM;Valle;122900
2023-08-10;FLR2CAUC;Valle;381400
2023-08-10;SALVCAUC;Valle;3840600
2023-08-11;BOCATENC;Antioquia;1503800
2023-08-11;CLLRPORC;Antioquia;1701000
2023-08-11;DESVIEPM;Antioquia;1626800
2023-08-11;ITUACAUC;Antioquia;12383800
2023-08-11;MIRFTENC;Antioquia;498800
2023-08-11;PENONARE;Antioquia;10470400
2023-08-11;PLAYGUAT;Antioquia;1816800
2023-08-11;PP-2POR1;Antioquia;2687300
2023-08-11;PP-3PORC;Antioquia;424500
2023-08-11;PUNCGUAT;Antioquia;4567000
2023-08-11;QUBRRGRD;Antioquia;42200
2023-08-11;RGR2RGRD;Antioquia;5635000
2023-08-11;SLORNARE;Antioquia;3607000
2023-08-11;SMIGCALD;Antioquia;1161800
2023-08-11;TRONGUAD;Antioquia;2570600
2023-08-11;DESVMANS;Caldas;22200
2023-08-11;PTEHMIEL;Caldas;1645600
2023-08-11;URR1SINU;Caribe;4727600
2023-08-11;ALICBOGO;Centro;19779200
2023-08-11;AMOYAMOY;Centro;2349700
2023-08-11;BETAMAG1;Centro;1504600
2023-08-11;CUCUCUCU;Centro;639500
2023-08-11;DESVSMAR;Centro;155600
2023-08-11;EMBAPRAD;Centro;184200
2023-08-11;QUIMMAGD;Centro;7988700
2023-08-11;SOGASOGA;Centro;6006100
2023-08-11;DESVBATA;Oriente;2690000
2023-08-11;DESVCHIV;Oriente;3199100
2023-08-11;EMBACHUZ;Oriente;13919700
2023-08-11;EMBAGUAV;Oriente;35871400
2023-08-11;ESMEBATA;Oriente;28615500
2023-08-11;ALTOANCH;Valle;1217500
2023-08-11;BAJOANCH;Valle;157400
2023-08-11;CAL1CALM;Valle;190600
2023-08-11;FLR2CAUC;Valle;269000
2023-08-11;SALVCAUC;Valle;3120300
2023-08-12;BOCATENC;Antioquia;1544300
2023-08-12;CLLRPORC;Antioquia;2838500
2023-08-12;DESVIEPM;Antioquia;2248000
2023-08-12;ITUACAUC;Antioquia;13664700
2023-08-12;MIRFTENC;Antioquia;498800
2023-08-12;PENONARE;Antioquia;9152500
2023-08-12;PLAYGUAT;Antioquia;3240600
2023-08-12;PP-2POR1;Antioquia;2089900
2023-08-12;PP-3PORC;Antioquia;1663600
2023-08-12;PUNCGUAT;Antioquia;3147300
2023-08-12;QUBRRGRD;Antioquia;41500
2023-08-12;RGR2RGRD;Antioquia;5532800
2023-08-12;SLORNARE;Antioquia;3293200
2023-08-12;SMIGCALD;Antioquia;909200
2023-08-12;TRONGUAD;Antioquia;2562600
2023-08-12;PTEHMIEL;Caldas;914700
2023-08-12;URR1SINU;Caribe;5483400
2023-08-12;ALICBOGO;Centro;19456000
2023-08-12;AMOYAMOY;Centro;2132400
2023-08-12;BETAMAG1;Centro;1566700
2023-08-12;CUCUCUCU;Centro;603800
2023-08-12;DESVSMAR;Centro;161300
2023-08-12;EMBAPRAD;Centro;163800
2023-08-12;QUIMMAGD;Centro;8977200
2023-08-12;SOGASOGA;Centro;7218400
2023-08-12;DESVBATA;Oriente;2834700
2023-08-12;DESVCHIV;Oriente;3119200
2023-08-12;EMBACHUZ;Oriente;14654500
2023-08-12;EMBAGUAV;Oriente;37548900
2023-08-12;ESMEBATA;Oriente;24615000
2023-08-12;ALTOANCH;Valle;1345800
2023-08-12;BAJOANCH;Valle;167400
2023-08-12;CAL1CALM;Valle;163900
2023-08-12;FLR2CAUC;Valle;304000
2023-08-12;SALVCAUC;Valle;3116600
2023-08-13;BOCATENC;Antioquia;1502700
2023-08-13;CLLRPORC;Antioquia;2645600
2023-08-13;DESVIEPM;Antioquia;1633400
2023-08-13;ITUACAUC;Antioquia;12570900
2023-08-13;MIRFTENC;Antioquia;498800
2023-08-13;PENONARE;Antioquia;10778100
2023-08-13;PLAYGUAT;Antioquia;7556500
2023-08-13;PP-2POR1;Antioquia;3300700
2023-08-13;PP-3PORC;Antioquia;677500
2023-08-13;PUNCGUAT;Antioquia;9434200
2023-08-13;QUBRRGRD;Antioquia;51500
2023-08-13;RGR2RGRD;Antioquia;6880800
2023-08-13;SLORNARE;Antioquia;4393900
2023-08-13;SMIGCALD;Antioquia;1826300
2023-08-13;TRONGUAD;Antioquia;3416200
2023-08-13;DESVMANS;Caldas;15100
2023-08-13;PTEHMIEL;Caldas;1102600
2023-08-13;URR1SINU;Caribe;3738300
2023-08-13;ALICBOGO;Centro;15404800
2023-08-13;AMOYAMOY;Centro;2231700
2023-08-13;BETAMAG1;Centro;1500000
2023-08-13;CUCUCUCU;Centro;659500
2023-08-13;DESVSMAR;Centro;177000
2023-08-13;EMBAPRAD;Centro;140300
2023-08-13;QUIMMAGD;Centro;7169300
2023-08-13;SOGASOGA;Centro;9694900
2023-08-13;DESVBATA;Oriente;3267900
2023-08-13;DESVCHIV;Oriente;3160200
2023-08-13;EMBACHUZ;Oriente;15170100
2023-08-13;EMBAGUAV;Oriente;42850200
2023-08-13;ESMEBATA;Oriente;37311800
2023-08-13;ALTOANCH;Valle;2971200
2023-08-13;BAJOANCH;Valle;294200
2023-08-13;CAL1CALM;Valle;331800
2023-08-13;FLR2CAUC;Valle;230400
2023-08-13;SALVCAUC;Valle;3426100
2023-08-14;BOCATENC;Antioquia;1509000
2023-08-14;CLLRPORC;Antioquia;2524100
2023-08-14;DESVIEPM;Antioquia;2030800
2023-08-14;ITUACAUC;Antioquia;13287000
2023-08-14;MIRFTENC;Antioquia;731500
2023-08-14;PENONARE;Antioquia;9004600
2023-08-14;PLAYGUAT;Antioquia;1917300
2023-08-14;PP-2POR1;Antioquia;3093600
2023-08-14;PP-3PORC;Antioquia;462800
2023-08-14;PUNCGUAT;Antioquia;3478400
2023-08-14;QUBRRGRD;Antioquia;39500
2023-08-14;RGR2RGRD;Antioquia;5287300
2023-08-14;SLORNARE;Antioquia;3507000
2023-08-14;SMIGCALD;Antioquia;1002800
2023-08-14;TRONGUAD;Antioquia;3424800
2023-08-14;PTEHMIEL;Caldas;861800
