fecha;serie_hidrologica;region_hidrologica;aporte_hidrico
2023-10-19;SLORNARE;Antioquia;3643400
2023-10-19;SMIGCALD;Antioquia;878500
2023-10-19;TRONGUAD;Antioquia;2669800
2023-10-19;CAMECAMP;Caldas;681200
2023-10-19;CAMECHIN;Caldas;1731700
2023-10-19;DESVGUAR;Caldas;36400
2023-10-19;DESVMANS;Caldas;3300
2023-10-19;ESMECAMP;Caldas;760800
2023-10-19;ESTRELLA;Caldas;532100
2023-10-19;PTEHMIEL;Caldas;1835900
2023-10-19;SANFRANC;Caldas;232600
2023-10-19;URR1SINU;Caribe;3278800
2023-10-19;ALICBOGO;Centro;5574800
2023-10-19;AMOYAMOY;Centro;1891500
2023-10-19;BETAMAG1;Centro;706400
2023-10-19;CUCUCUCU;Centro;648100
2023-10-19;DESVSMAR;Centro;129900
2023-10-19;EMBAPRAD;Centro;563300
2023-10-19;QUIMMAGD;Centro;3800000
2023-10-19;SOGASOGA;Centro;8524700
2023-10-19;DESVBATA;Oriente;464900
2023-10-19;DESVCHIV;Oriente;486800
2023-10-19;EMBACHUZ;Oriente;596300
2023-10-19;ESMEBATA;Oriente;6530200
2023-10-19;GUAVGUAV;Oriente;4543200
2023-10-19;ALTOANCH;Valle;3769900
2023-10-19;BAJOANCH;Valle;457900
2023-10-19;CAL1CALM;Valle;589300
2023-10-19;FLR2CAUC;Valle;122800
2023-10-19;SALVCAUC;Valle;1804400
2023-10-20;BOCATENC;Antioquia;1350100
2023-10-20;CLLRPORC;Antioquia;2770100
2023-10-20;DESVIEPM;Antioquia;1607500
2023-10-20;ESCMNEGR;Antioquia;6351000
2023-10-20;ITUACAUC;Antioquia;17580900
2023-10-20;MIRFTENC;Antioquia;498800
2023-10-20;PENONARE;Antioquia;3175200
2023-10-20;PLAYGUAT;Antioquia;4714800
2023-10-20;PP-2POR1;Antioquia;3059200
2023-10-20;PP-3PORC;Antioquia;405200
2023-10-20;PUNCGUAT;Antioquia;5221500
2023-10-20;QUBRRGRD;Antioquia;28000
2023-10-20;RGR2RGRD;Antioquia;3743400
2023-10-20;SLORNARE;Antioquia;3811700
2023-10-20;SMIGCALD;Antioquia;882900
2023-10-20;TRONGUAD;Antioquia;2676400
2023-10-20;CAMECAMP;Caldas;797500
2023-10-20;CAMECHIN;Caldas;2080000
2023-10-20;DESVGUAR;Caldas;17900
2023-10-20;DESVMANS;Caldas;77900
2023-10-20;ESMECAMP;Caldas;890800
2023-10-20;ESTRELLA;Caldas;445700
2023-10-20;PTEHMIEL;Caldas;1925200
2023-10-20;SANFRANC;Caldas;309900
2023-10-20;URR1SINU;Caribe;5350900
2023-10-20;ALICBOGO;Centro;4386000
2023-10-20;AMOYAMOY;Centro;1715500
2023-10-20;BETAMAG1;Centro;679900
2023-10-20;CUCUCUCU;Centro;502500
2023-10-20;DESVSMAR;Centro;109900
2023-10-20;EMBAPRAD;Centro;300100
2023-10-20;QUIMMAGD;Centro;4040200
2023-10-20;SOGASOGA;Centro;9407600
2023-10-20;DESVBATA;Oriente;411700
2023-10-20;DESVCHIV;Oriente;395400
2023-10-20;EMBACHUZ;Oriente;792600
2023-10-20;ESMEBATA;Oriente;5569700
2023-10-20;GUAVGUAV;Oriente;4025200
2023-10-20;ALTOANCH;Valle;3656600
2023-10-20;BAJOANCH;Valle;449500
2023-10-20;CAL1CALM;Valle;225400
2023-10-20;FLR2CAUC;Valle;119400
2023-10-20;SALVCAUC;Valle;1065200
2023-10-21;BOCATENC;Antioquia;1596300
2023-10-21;CLLRPORC;Antioquia;3332100
2023-10-21;DESVIEPM;Antioquia;2454300
2023-10-21;ESCMNEGR;Antioquia;7339200
2023-10-21;ITUACAUC;Antioquia;16849700
2023-10-21;MIRFTENC;Antioquia;1030900
2023-10-21;PENONARE;Antioquia;3507200
2023-10-21;PLAYGUAT;Antioquia;3769800
2023-10-21;PP-2POR1;Antioquia;3447800
2023-10-21;PP-3PORC;Antioquia;1398000
2023-10-21;PUNCGUAT;Antioquia;5939000
2023-10-21;QUBRRGRD;Antioquia;44200
2023-10-21;RGR2RGRD;Antioquia;5912100
2023-10-21;SLORNARE;Antioquia;3807200
2023-10-21;SMIGCALD;Antioquia;1030100
2023-10-21;TRONGUAD;Antioquia;3418200
2023-10-21;CAMECAMP;Caldas;1101400
2023-10-21;CAMECHIN;Caldas;2135100
2023-10-21;DESVGUAR;Caldas;8500
2023-10-21;DESVMANS;Caldas;121800
2023-10-21;ESMECAMP;Caldas;1230300
2023-10-21;ESTRELLA;Caldas;367400
2023-10-21;PTEHMIEL;Caldas;1819400
2023-10-21;SANFRANC;Caldas;558000
2023-10-21;URR1SINU;Caribe;4019200
2023-10-21;ALICBOGO;Centro;303900
2023-10-21;AMOYAMOY;Centro;1610900
2023-10-21;BETAMAG1;Centro;650000
2023-10-21;CUCUCUCU;Centro;414000
2023-10-21;DESVSMAR;Centro;115600
2023-10-21;EMBAPRAD;Centro;212900
2023-10-21;QUIMMAGD;Centro;4017800
2023-10-21;SOGASOGA;Centro;7829100
2023-10-21;DESVBATA;Oriente;422600
2023-10-21;DESVCHIV;Oriente;377700
2023-10-21;EMBACHUZ;Oriente;607900
2023-10-21;ESMEBATA;Oriente;4999400
2023-10-21;GUAVGUAV;Oriente;4129400
2023-10-21;ALTOANCH;Valle;3264800
2023-10-21;BAJOANCH;Valle;420400
2023-10-21;CAL1CALM;Valle;526500
2023-10-21;FLR2CAUC;Valle;98600
2023-10-21;SALVCAUC;Valle;1443000
2023-10-22;BOCATENC;Antioquia;2002600
2023-10-22;CLLRPORC;Antioquia;4036800
2023-10-22;DESVIEPM;Antioquia;2655700
2023-10-22;ESCMNEGR;Antioquia;7677400
2023-10-22;ITUACAUC;Antioquia;16761100
2023-10-22;MIRFTENC;Antioquia;1030900
2023-10-22;PENONARE;Antioquia;3789700
2023-10-22;PLAYGUAT;Antioquia;2897700
2023-10-22;PP-2POR1;Antioquia;4107400
2023-10-22;PP-3PORC;Antioquia;984600
2023-10-22;PUNCGUAT;Antioquia;4320900
2023-10-22;QUBRRGRD;Antioquia;48200
2023-10-22;RGR2RGRD;Antioquia;6441300
2023-10-22;SLORNARE;Antioquia;4816900
2023-10-22;SMIGCALD;Antioquia;1114500
2023-10-22;TRONGUAD;Antioquia;3757600
2023-10-22;CAMECAMP;Caldas;966900
2023-10-22;CAMECHIN;Caldas;1807400
2023-10-22;DESVMANS;Caldas;37300
2023-10-22;ESMECAMP;Caldas;1080100
2023-10-22;ESTRELLA;Caldas;475500
2023-10-22;PTEHMIEL;Caldas;1658400
2023-10-22;SANFRANC;Caldas;310400
2023-10-22;URR1SINU;Caribe;3501900
2023-10-22;ALICBOGO;Centro;2943200
2023-10-22;AMOYAMOY;Centro;1563600
2023-10-22;BETAMAG1;Centro;623700
2023-10-22;CUCUCUCU;Centro;399700
2023-10-22;DESVSMAR;Centro;105600
2023-10-22;EMBAPRAD;Centro;190300
2023-10-22;QUIMMAGD;Centro;3699600
2023-10-22;SOGASOGA;Centro;8783500
2023-10-22;DESVBATA;Oriente;398200
2023-10-22;DESVCHIV;Oriente;375300
2023-10-22;EMBACHUZ;Oriente;1165700
2023-10-22;ESMEBATA;Oriente;4725900
2023-10-22;GUAVGUAV;Oriente;3892400
2023-10-22;ALTOANCH;Valle;2699600
2023-10-22;BAJOANCH;Valle;378700
2023-10-22;CAL1CALM;Valle;390600
2023-10-22;FLR2CAUC;Valle;104800
2023-10-22;SALVCAUC;Valle;1265400
2023-10-23;BOCATENC;Antioquia;1886200
2023-10-23;CLLRPORC;Antioquia;4120300
2023-10-23;DESVIEPM;Antioquia;2829200
2023-10-23;ESCMNEGR;Antioquia;7920700
2023-10-23;ITUACAUC;Antioquia;11766500
2023-10-23;MIRFTENC;Antioquia;1030900
2023-10-23;PENONARE;Antioquia;4003900
2023-10-23;PLAYGUAT;Antioquia;4248300
2023-10-23;PP-2POR1;Antioquia;5536200
2023-10-23;PP-3PORC;Antioquia;949800
2023-10-23;PUNCGUAT;Antioquia;4005300
2023-10-23;QUBRRGRD;Antioquia;103500
2023-10-23;RGR2RGRD;Antioquia;13838100
2023-10-23;SLORNARE;Antioquia;19838600
2023-10-23;SMIGCALD;Antioquia;1014200
2023-10-23;TRONGUAD;Antioquia;7054500
2023-10-23;CAMECAMP;Caldas;793500
2023-10-23;CAMECHIN;Caldas;2473400
2023-10-23;DESVGUAR;Caldas;9000
2023-10-23;DESVMANS;Caldas;3300
2023-10-23;ESMECAMP;Caldas;886300
2023-10-23;ESTRELLA;Caldas;477300
2023-10-23;PTEHMIEL;Caldas;1617300
2023-10-23;SANFRANC;Caldas;278800
2023-10-23;URR1SINU;Caribe;3687900
2023-10-23;ALICBOGO;Centro;2273800
2023-10-23;AMOYAMOY;Centro;1602800
2023-10-23;BETAMAG1;Centro;614800
2023-10-23;CUCUCUCU;Centro;382500
2023-10-23;DESVSMAR;Centro;107100
2023-10-23;EMBAPRAD;Centro;240800
2023-10-23;QUIMMAGD;Centro;3536000
2023-10-23;SOGASOGA;Centro;11710100
2023-10-23;DESVBATA;Oriente;562200
2023-10-23;DESVCHIV;Oriente;383600
2023-10-23;EMBACHUZ;Oriente;1165700
2023-10-23;ESMEBATA;Oriente;4599200
2023-10-23;GUAVGUAV;Oriente;5495900
2023-10-23;ALTOANCH;Valle;5591700
2023-10-23;BAJOANCH;Valle;592800
2023-10-23;CAL1CALM;Valle;367000
2023-10-23;FLR2CAUC;Valle;104800
2023-10-23;SALVCAUC;Valle;3020500
2023-10-24;BOCATENC;Antioquia;2764600
2023-10-24;CLLRPORC;Antioquia;6904100
2023-10-24;DESVIEPM;Antioquia;2560900
2023-10-24;ESCMNEGR;Antioquia;14480700
2023-10-24;ITUACAUC;Antioquia;13339800
2023-10-24;MIRFTENC;Antioquia;1263600
2023-10-24;PENONARE;Antioquia;6597000
2023-10-24;PLAYGUAT;Antioquia;8868700
2023-10-24;PP-2POR1;Antioquia;8483200
2023-10-24;PP-3PORC;Antioquia;588900
2023-10-24;PUNCGUAT;Antioquia;9690600
2023-10-24;QUBRRGRD;Antioquia;107200
2023-10-24;RGR2RGRD;Antioquia;14327000
2023-10-24;SLORNARE;Antioquia;15094400
2023-10-24;SMIGCALD;Antioquia;2054200
2023-10-24;TRONGUAD;Antioquia;5686300
2023-10-24;CAMECAMP;Caldas;1251300
2023-10-24;CAMECHIN;Caldas;2555000
2023-10-24;DESVGUAR;Caldas;335300
2023-10-24;DESVMANS;Caldas;72700
2023-10-24;ESMECAMP;Caldas;1397700
2023-10-24;ESTRELLA;Caldas;308600
2023-10-24;PTEHMIEL;Caldas;2863900
2023-10-24;SANFRANC;Caldas;514900
2023-10-24;URR1SINU;Caribe;5595900
2023-10-24;ALICBOGO;Centro;2166100
2023-10-24;AMOYAMOY;Centro;1962100
2023-10-24;BETAMAG1;Centro;635800
2023-10-24;CUCUCUCU;Centro;469600
2023-10-24;DESVSMAR;Centro;115600
2023-10-24;EMBAPRAD;Centro;213800
2023-10-24;QUIMMAGD;Centro;3644600
2023-10-24;SOGASOGA;Centro;12357300
2023-10-24;DESVBATA;Oriente;750100
2023-10-24;DESVCHIV;Oriente;467700
2023-10-24;EMBACHUZ;Oriente;1538900
2023-10-24;ESMEBATA;Oriente;4562500
2023-10-24;GUAVGUAV;Oriente;7333600
2023-10-24;ALTOANCH;Valle;7328300
2023-10-24;BAJOANCH;Valle;721400
2023-10-24;CAL1CALM;Valle;919300
2023-10-24;FLR2CAUC;Valle;104800
2023-10-24;SALVCAUC;Valle;4020000
2023-10-25;BOCATENC;Antioquia;1758700
2023-10-25;CLLRPORC;Antioquia;3342700
2023-10-25;DESVIEPM;Antioquia;2158900
2023-10-25;ESCMNEGR;Antioquia;10098500
2023-10-25;ITUACAUC;Antioquia;25048600
2023-10-25;MIRFTENC;Antioquia;532100
2023-10-25;PENONARE;Antioquia;4757500
2023-10-25;PLAYGUAT;Antioquia;4864100
2023-10-25;PP-2POR1;Antioquia;6648800
2023-10-25;PP-3PORC;Antioquia;1539500
2023-10-25;PUNCGUAT;Antioquia;4841400
2023-10-25;QUBRRGRD;Antioquia;64200
2023-10-25;RGR2RGRD;Antioquia;8593300
2023-10-25;SLORNARE;Antioquia;5651600
2023-10-25;SMIGCALD;Antioquia;1125700
2023-10-25;TRONGUAD;Antioquia;3709300
2023-10-25;CAMECAMP;Caldas;1329600
2023-10-25;CAMECHIN;Caldas;2632100
2023-10-25;DESVGUAR;Caldas;187500
2023-10-25;DESVMANS;Caldas;15600
2023-10-25;ESMECAMP;Caldas;1485200
2023-10-25;ESTRELLA;Caldas;340000
2023-10-25;PTEHMIEL;Caldas;2096600
2023-10-25;SANFRANC;Caldas;351900
2023-10-25;URR1SINU;Caribe;3970600
2023-10-25;ALICBOGO;Centro;7340700
2023-10-25;AMOYAMOY;Centro;1920200
2023-10-25;BETAMAG1;Centro;640200
2023-10-25;CUCUCUCU;Centro;532400
2023-10-25;DESVSMAR;Centro;117000
2023-10-25;EMBAPRAD;Centro;285700
2023-10-25;QUIMMAGD;Centro;3594800
2023-10-25;SOGASOGA;Centro;18063800
2023-10-25;DESVBATA;Oriente;466800
2023-10-25;DESVCHIV;Oriente;425600
2023-10-25;EMBACHUZ;Oriente;1177300
2023-10-25;ESMEBATA;Oriente;4699200
2023-10-25;GUAVGUAV;Oriente;4563300
2023-10-25;ALTOANCH;Valle;5261000
2023-10-25;BAJOANCH;Valle;568200
2023-10-25;CAL1CALM;Valle;460500
2023-10-25;FLR2CAUC;Valle;106000
2023-10-25;SALVCAUC;Valle;4423100
2023-10-26;BOCATENC;Antioquia;2310300
2023-10-26;CLLRPORC;Antioquia;5435500
2023-10-26;DESVIEPM;Antioquia;2797300
2023-10-26;ESCMNEGR;Antioquia;10809200
2023-10-26;ITUACAUC;Antioquia;23641800
2023-10-26;MIRFTENC;Antioquia;2028500
2023-10-26;PENONARE;Antioquia;5381200
2023-10-26;PLAYGUAT;Antioquia;12189400
2023-10-26;PP-2POR1;Antioquia;6431600
2023-10-26;PP-3PORC;Antioquia;1434800
2023-10-26;PUNCGUAT;Antioquia;8464100
2023-10-26;QUBRRGRD;Antioquia;107000
2023-10-26;RGR2RGRD;Antioquia;14293600
2023-10-26;SLORNARE;Antioquia;9108500
2023-10-26;SMIGCALD;Antioquia;1358000
2023-10-26;TRONGUAD;Antioquia;5370600
2023-10-26;CAMECAMP;Caldas;2254300
2023-10-26;CAMECHIN;Caldas;2100100
2023-10-26;DESVGUAR;Caldas;515600
2023-10-26;DESVMANS;Caldas;173300
2023-10-26;ESMECAMP;Caldas;2518000
2023-10-26;ESTRELLA;Caldas;321400
2023-10-26;PTEHMIEL;Caldas;3184000
2023-10-26;SANFRANC;Caldas;334100
2023-10-26;URR1SINU;Caribe;3794900
2023-10-26;ALICBOGO;Centro;5528600
2023-10-26;AMOYAMOY;Centro;1995000
2023-10-26;BETAMAG1;Centro;885100
2023-10-26;CUCUCUCU;Centro;1197600
2023-10-26;DESVSMAR;Centro;165600
2023-10-26;EMBAPRAD;Centro;307400
2023-10-26;QUIMMAGD;Centro;4388700
2023-10-26;SOGASOGA;Centro;18162600
2023-10-26;DESVBATA;Oriente;535300
2023-10-26;DESVCHIV;Oriente;514700
2023-10-26;EMBACHUZ;Oriente;1731300
2023-10-26;ESMEBATA;Oriente;5678100
2023-10-26;GUAVGUAV;Oriente;5232400
2023-10-26;ALTOANCH;Valle;14706800
2023-10-26;BAJOANCH;Valle;1267700
2023-10-26;CAL1CALM;Valle;738000
2023-10-26;FLR2CAUC;Valle;127600
2023-10-26;SALVCAUC;Valle;8990800
2023-10-27;BOCATENC;Antioquia;2585300
2023-10-27;CLLRPORC;Antioquia;7311100
2023-10-27;DESVIEPM;Antioquia;3327400
2023-10-27;ESCMNEGR;Antioquia;12416900
2023-10-27;ITUACAUC;Antioquia;29095300
2023-10-27;MIRFTENC;Antioquia;1563000
2023-10-27;PENONARE;Antioquia;5777100
2023-10-27;PLAYGUAT;Antioquia;4210000
2023-10-27;PP-2POR1;Antioquia;5318500
2023-10-27;PP-3PORC;Antioquia;1542400
2023-10-27;PUNCGUAT;Antioquia;4798900
2023-10-27;QUBRRGRD;Antioquia;116800
2023-10-27;RGR2RGRD;Antioquia;15603500
2023-10-27;SLORNARE;Antioquia;6916100
2023-10-27;SMIGCALD;Antioquia;1013600
2023-10-27;TRONGUAD;Antioquia;5085200
2023-10-27;CAMECAMP;Caldas;2962000
2023-10-27;CAMECHIN;Caldas;3601900
2023-10-27;DESVGUAR;Caldas;725800
2023-10-27;DESVMANS;Caldas;323900
2023-10-27;ESMECAMP;Caldas;3308700
2023-10-27;ESTRELLA;Caldas;338400
2023-10-27;PTEHMIEL;Caldas;2561200
2023-10-27;SANFRANC;Caldas;315700
2023-10-27;URR1SINU;Caribe;3118500
2023-10-27;ALICBOGO;Centro;8825800
2023-10-27;AMOYAMOY;Centro;2962900
2023-10-27;BETAMAG1;Centro;1638000
2023-10-27;CUCUCUCU;Centro;1648700
2023-10-27;DESVSMAR;Centro;346900
2023-10-27;EMBAPRAD;Centro;2364400
2023-10-27;QUIMMAGD;Centro;7919500
2023-10-27;SOGASOGA;Centro;24158800
2023-10-27;DESVBATA;Oriente;795300
2023-10-27;DESVCHIV;Oriente;492700
2023-10-27;EMBACHUZ;Oriente;3385700
2023-10-27;ESMEBATA;Oriente;6118300
2023-10-27;GUAVGUAV;Oriente;7774600
2023-10-27;ALTOANCH;Valle;9267400
2023-10-27;BAJOANCH;Valle;864800
2023-10-27;CAL1CALM;Valle;646700
2023-10-27;FLR2CAUC;Valle;226800
2023-10-27;SALVCAUC;Valle;10172200
2023-10-28;BOCATENC;Antioquia;1710100
2023-10-28;CLLRPORC;Antioquia;3992700
2023-10-28;DESVIEPM;Antioquia;2465800
2023-10-28;ESCMNEGR;Antioquia;8445200
2023-10-28;ITUACAUC;Antioquia;38642500
2023-10-28;MIRFTENC;Antioquia;764800
2023-10-28;PENONARE;Antioquia;4102600
2023-10-28;PLAYGUAT;Antioquia;3697700
2023-10-28;PP-2POR1;Antioquia;3600200
2023-10-28;PP-3PORC;Antioquia;1333300
2023-10-28;PUNCGUAT;Antioquia;6044700
2023-10-28;QUBRRGRD;Antioquia;86300
2023-10-28;RGR2RGRD;Antioquia;11532500
2023-10-28;SLORNARE;Antioquia;5044400
2023-10-28;SMIGCALD;Antioquia;915300
2023-10-28;TRONGUAD;Antioquia;3463900
2023-10-28;CAMECAMP;Caldas;2175500
2023-10-28;CAMECHIN;Caldas;5437900
2023-10-28;DESVGUAR;Caldas;915100
2023-10-28;DESVMANS;Caldas;215300
2023-10-28;ESMECAMP;Caldas;2430000
2023-10-28;ESTRELLA;Caldas;347000
2023-10-28;PTEHMIEL;Caldas;2094700
2023-10-28;SANFRANC;Caldas;315000
2023-10-28;URR1SINU;Caribe;3053400
2023-10-28;ALICBOGO;Centro;11372700
2023-10-28;AMOYAMOY;Centro;3747800
2023-10-28;BETAMAG1;Centro;1430800
2023-10-28;CUCUCUCU;Centro;1800000
2023-10-28;DESVSMAR;Centro;384000
2023-10-28;EMBAPRAD;Centro;444500
2023-10-28;QUIMMAGD;Centro;5529000
2023-10-28;SOGASOGA;Centro;24485600
2023-10-28;DESVBATA;Oriente;618200
2023-10-28;DESVCHIV;Oriente;653000
2023-10-28;EMBACHUZ;Oriente;1919800
2023-10-28;ESMEBATA;Oriente;5684700
2023-10-28;GUAVGUAV;Oriente;6043700
2023-10-28;ALTOANCH;Valle;5904300
2023-10-28;BAJOANCH;Valle;615900
2023-10-28;CAL1CALM;Valle;647600
2023-10-28;FLR2CAUC;Valle;318600
2023-10-28;SALVCAUC;Valle;7892800
2023-10-29;BOCATENC;Antioquia;1605200
2023-10-29;CLLRPORC;Antioquia;4563800
2023-10-29;DESVIEPM;Antioquia;2453400
2023-10-29;ESCMNEGR;Antioquia;9916100
2023-10-29;ITUACAUC;Antioquia;36680400
2023-10-29;MIRFTENC;Antioquia;2095100
2023-10-29;PENONARE;Antioquia;4794000
2023-10-29;PLAYGUAT;Antioquia;4272300
2023-10-29;PP-2POR1;Antioquia;3225000
2023-10-29;PP-3PORC;Antioquia;1625200
2023-10-29;PUNCGUAT;Antioquia;4537400
2023-10-29;QUBRRGRD;Antioquia;85200
2023-10-29;RGR2RGRD;Antioquia;11391700
2023-10-29;SLORNARE;Antioquia;11041700
2023-10-29;SMIGCALD;Antioquia;1195200
2023-10-29;TRONGUAD;Antioquia;5134100
2023-10-29;CAMECAMP;Caldas;1784900
2023-10-29;CAMECHIN;Caldas;4170500
2023-10-29;DESVGUAR;Caldas;470300
2023-10-29;DESVMANS;Caldas;124200
2023-10-29;ESMECAMP;Caldas;1993700
2023-10-29;ESTRELLA;Caldas;477800
2023-10-29;PTEHMIEL;Caldas;1958200
2023-10-29;SANFRANC;Caldas;296700
2023-10-29;URR1SINU;Caribe;2681200
2023-10-29;ALICBOGO;Centro;12292300
2023-10-29;AMOYAMOY;Centro;2500800
2023-10-29;BETAMAG1;Centro;1322300
2023-10-29;CUCUCUCU;Centro;1072000
2023-10-29;DESVSMAR;Centro;245500
2023-10-29;EMBAPRAD;Centro;324900
2023-10-29;QUIMMAGD;Centro;5019300
2023-10-29;SOGASOGA;Centro;31337400
2023-10-29;DESVBATA;Oriente;603400
2023-10-29;DESVCHIV;Oriente;576600
2023-10-29;EMBACHUZ;Oriente;2466100
2023-10-29;ESMEBATA;Oriente;5156100
2023-10-29;GUAVGUAV;Oriente;5898300
2023-10-29;ALTOANCH;Valle;4460300
2023-10-29;BAJOANCH;Valle;508900
2023-10-29;CAL1CALM;Valle;463200
2023-10-29;FLR2CAUC;Valle;269000
2023-10-29;SALVCAUC;Valle;7552900
2023-10-30;BOCATENC;Antioquia;2577800
2023-10-30;CLLRPORC;Antioquia;8459300
2023-10-30;DESVIEPM;Antioquia;3281200
2023-10-30;ESCMNEGR;Antioquia;18216800
2023-10-30;ITUACAUC;Antioquia;36221300
2023-10-30;MIRFTENC;Antioquia;1030900
2023-10-30;PENONARE;Antioquia;9351300
2023-10-30;PLAYGUAT;Antioquia;7966000
2023-10-30;PP-2POR1;Antioquia;4330900
2023-10-30;PP-3PORC;Antioquia;1452200
2023-10-30;PUNCGUAT;Antioquia;6842100
2023-10-30;QUBRRGRD;Antioquia;100600
2023-10-30;RGR2RGRD;Antioquia;13450800
2023-10-30;SLORNARE;Antioquia;11216800
2023-10-30;SMIGCALD;Antioquia;1747600
2023-10-30;TRONGUAD;Antioquia;5194100
2023-10-30;CAMECAMP;Caldas;1883000
2023-10-30;CAMECHIN;Caldas;4321400
2023-10-30;DESVGUAR;Caldas;245100
2023-10-30;DESVMANS;Caldas;97700
2023-10-30;ESMECAMP;Caldas;2103300
2023-10-30;ESTRELLA;Caldas;462100
2023-10-30;PTEHMIEL;Caldas;2631100
2023-10-30;SANFRANC;Caldas;326200
2023-10-30;URR1SINU;Caribe;2894500
2023-10-30;ALICBOGO;Centro;15150800
2023-10-30;AMOYAMOY;Centro;2174800
2023-10-30;BETAMAG1;Centro;1054200
2023-10-30;CUCUCUCU;Centro;675200
2023-10-30;DESVSMAR;Centro;187000
2023-10-30;EMBAPRAD;Centro;606800
2023-10-30;QUIMMAGD;Centro;4547100
2023-10-30;SOGASOGA;Centro;19575300
2023-10-30;DESVBATA;Oriente;779200
2023-10-30;DESVCHIV;Oriente;449500
2023-10-30;EMBACHUZ;Oriente;5401700
2023-10-30;ESMEBATA;Oriente;8241100
2023-10-30;GUAVGUAV;Oriente;7616500
2023-10-30;ALTOANCH;Valle;4861200
2023-10-30;BAJOANCH;Valle;538600
2023-10-30;CAL1CALM;Valle;772800
2023-10-30;FLR2CAUC;Valle;174400
2023-10-30;SALVCAUC;Valle;5257600
2023-10-31;BOCATENC;Antioquia;2630400
2023-10-31;CLLRPORC;Antioquia;10969700
2023-10-31;DESVIEPM;Antioquia;3110500
2023-10-31;ESCMNEGR;Antioquia;17673300
2023-10-31;ITUACAUC;Antioquia;43529200
2023-10-31;MIRFTENC;Antioquia;1297000
2023-10-31;PENONARE;Antioquia;9092700
2023-10-31;PLAYGUAT;Antioquia;7758100
2023-10-31;PP-2POR1;Antioquia;8919800
2023-10-31;PP-3PORC;Antioquia;1498300
2023-10-31;PUNCGUAT;Antioquia;8019600
2023-10-31;QUBRRGRD;Antioquia;113200
2023-10-31;RGR2RGRD;Antioquia;15122900
2023-10-31;SLORNARE;Antioquia;17775800
2023-10-31;SMIGCALD;Antioquia;2057900
2023-10-31;TRONGUAD;Antioquia;6577600
2023-10-31;CAMECAMP;Caldas;2358600
2023-10-31;CAMECHIN;Caldas;4071500
2023-10-31;DESVGUAR;Caldas;671900
2023-10-31;DESVMANS;Caldas;64700
2023-10-31;ESMECAMP;Caldas;2634500
2023-10-31;ESTRELLA;Caldas;169800
2023-10-31;PTEHMIEL;Caldas;3258200
2023-10-31;SANFRANC;Caldas;395100
2023-10-31;URR1SINU;Caribe;3183600
2023-10-31;ALICBOGO;Centro;12423100
2023-10-31;AMOYAMOY;Centro;2666600
2023-10-31;BETAMAG1;Centro;1578400
2023-10-31;CUCUCUCU;Centro;676600
2023-10-31;DESVSMAR;Centro;359700
2023-10-31;EMBAPRAD;Centro;507700
2023-10-31;QUIMMAGD;Centro;5404300
2023-10-31;SOGASOGA;Centro;32787600
2023-10-31;DESVBATA;Oriente;419700
2023-10-31;DESVCHIV;Oriente;307700
2023-10-31;EMBACHUZ;Oriente;1735200
2023-10-31;ESMEBATA;Oriente;5858200
2023-10-31;GUAVGUAV;Oriente;4103900
2023-10-31;ALTOANCH;Valle;5729000
2023-10-31;BAJOANCH;Valle;604900
2023-10-31;CAL1CALM;Valle;557600
2023-10-31;FLR2CAUC;Valle;164600
2023-10-31;SALVCAUC;Valle;6728400
2023-11-01;BOCATENC;Antioquia;2291900
2023-11-01;CLLRPORC;Antioquia;18493500
2023-11-01;DESVIEPM;Antioquia;2753700
2023-11-01;ESCMNEGR;Antioquia;27752800
2023-11-01;ITUACAUC;Antioquia;49351600
2023-11-01;MIRFTENC;Antioquia;2095100
2023-11-01;PENONARE;Antioquia;14538800
2023-11-01;PLAYGUAT;Antioquia;11281900
2023-11-01;PP-2POR1;Antioquia;5735000
2023-11-01;PP-3PORC;Antioquia;1475000
2023-11-01;PUNCGUAT;Antioquia;6687500
2023-11-01;QUBRRGRD;Antioquia;105000
2023-11-01;RGR2RGRD;Antioquia;14037700
2023-11-01;SLORNARE;Antioquia;10166100
2023-11-01;SMIGCALD;Antioquia;2490700
2023-11-01;TRONGUAD;Antioquia;5658400
2023-11-01;CAMECAMP;Caldas;2464600
2023-11-01;CAMECHIN;Caldas;3674000
2023-11-01;DESVGUAR;Caldas;416500
2023-11-01;DESVMANS;Caldas;161000
2023-11-01;ESMECAMP;Caldas;2755800
2023-11-01;ESTRELLA;Caldas;142100
2023-11-01;PTEHMIEL;Caldas;3294500
2023-11-01;SANFRANC;Caldas;689600
2023-11-01;URR1SINU;Caribe;3938900
2023-11-01;ALICBOGO;Centro;15012300
2023-11-01;AMOYAMOY;Centro;2903100
2023-11-01;BETAMAG1;Centro;1622600
2023-11-01;CUCUCUCU;Centro;1047700
2023-11-01;DESVSMAR;Centro;311200
2023-11-01;EMBAPRAD;Centro;1435200
2023-11-01;QUIMMAGD;Centro;5651000
2023-11-01;SOGASOGA;Centro;25783300
2023-11-01;DESVBATA;Oriente;772800
2023-11-01;DESVCHIV;Oriente;718200
2023-11-01;EMBACHUZ;Oriente;2285300
2023-11-01;ESMEBATA;Oriente;6947100
2023-11-01;GUAVGUAV;Oriente;7555200
2023-11-01;ALTOANCH;Valle;5203900
2023-11-01;BAJOANCH;Valle;603000
2023-11-01;CAL1CALM;Valle;572800
